num;titel;title_no_number;summary;duration;published
288;MBMBaM 288: Shuriken Dip;Shuriken Dip;"<p>We're glad that the subject matters addressed in this episode are coming at this point in our careers, because we're not sure we would have been equipped to handle them four years ago. Like: Sleep Jeans? SLEEP JEANS? JEANS FOR SLEEPING?</p>
<p>Suggested talking points: Football Pointers, Sleep Jeans, Tim McGraw's Krav Maga Returns, Accidental ASMR, Candy Stamps, Realtor Kisses, A Matter of Taxonomy</p>";3664;2016-02-01 16:03:02+00:00
287;MBMBaM 287: Glistening Fishlifters;Glistening Fishlifters;"<p>It's really hard for the three of us to get together and record a solid hour-or-so of comedy audio without our robotic assistants barging into the studio. We apologize for their automated, synthetic rudeness.</p>
<p>Suggested talking points: ASMR Prep, Ripped for Fish, Short Tongue, Sick Bob Ross Collabo, Popularity Resume, A Brief History of Andrew Johnson</p>";3437;2016-01-25 15:39:09+00:00
286;MBMBaM 286: Coyotes Ate Our Dad;Coyotes Ate Our Dad;"<p>Listen, it's our own fault, really. We teased that coyote with the promise of warmth and familial love, which are a coyote's two most favorite things. Feeding him that sweet 'ched probably didn't help things, either.</p>
<p>Suggested talking points: Bliss Delight, Get That Surprise, Meme Scene, Elderly Bank Robbery, Kyle: A Movie About Being a Good Dad and Good Human</p>";3423;2016-01-19 16:07:10+00:00
285;MBMBaM 285: Home Alone 0: Blood in the Snow;Home Alone 0: Blood in the Snow;"<p>There's a lot more to the Home Alone series than slapstick home defense and Tim Curry's pronunciation of the word ""pizza."" Like, a lot more. Some dark stuff, too -- and it all exists within the confines of Justin's pseudo-canonical thriller fiction.</p>
<p>Suggested talking points: Great British Fancast, Detergent Cop, Hugs for Drugs, Bye Bye Potter, Mrs. Bakula, Utility Ghost, Prequels</p>";3336;2016-01-11 19:14:50+00:00
284;MBMBaM 284: Hope and Slime;Hope and Slime;"<p>We're kicking off 20-Fixteen: Building Bridges by providing bespoke advice for some very specific groups of people: Former members of ska bands, grandma pill vendors, sleepyheads and the 12 slimy duplicates of Michael Jordan. All of you: You're welcome.</p>
<p>Suggested talking points: Poppin', Shovel Courtesy, Beetlejuicier, Nap Genius, Barack Clonebama, Space Down</p>";3588;2016-01-04 16:24:03+00:00
283;MBMBaM 283: Building Bridges;Building Bridges;"<p>Friends: The Con is Off. Finish the last, intricately planned steps of your grift by 11:59 p.m. tomorrow, because your devious ways aren't exactly going to mesh with next year's theme.</p>
<p>Suggested talking points: The Naming of 2016, Letter Licking, Wolf School, Cookie Surprises, Imaginary Enemy</p>";3091;2015-12-30 14:13:15+00:00
282;MBMBaM 282: Candlenights 2015;Candlenights 2015;"<p> </p>
<p>A joyous Candlenights to you and yours! Here’s our live episode from our beautiful hometown of Huntington, WV. It’s got everything you need to boost your holiday spirits: Carolers, good cheer and a deep, deep dive into fetishizing Tim Allen’s Santa belly.</p>";4482;2015-12-22 17:20:15+00:00
281;MBMBaM 281: Sisterball of the Dribbling Shorts;Sisterball of the Dribbling Shorts;"<p>The metamorphosis has begun. Come all, and bear witness to our rebirth into a new world -- a world full of hoops, dunks and wonder. Come, luxuriate in our basketball fantasies.</p>
<p>Suggested talking points: Basketball Fantasies, Bubble Gum Adventures, Fair Use, Tardis Impressions, Griffin McElroy's Slam Dunk Sports Wine, Spurs Dad, Huntington Revitalization Project</p>";3556;2015-12-14 14:48:07+00:00
280;MBMBaM 280: Great Job;Great Job;"<p>This week, we very casually, almost off-handedly change the automotive industry forever. We just like, drop this earth-shattering car innovation like, no big deal, free of charge.</p>
<p>Suggested talking points: Quantum Candlenights, Extreme Dad Hobbies, Blaze v. Toke, Three Horns, Butt Shots, Buffet Alert</p>";3472;2015-12-07 19:23:50+00:00
279;MBMBaM 279: Sad Cabbage Boy's Candy Contest;Sad Cabbage Boy's Candy Contest;"<p>We are absolutely, undeniably on that Christmas Creep -- but who's gonna be the lucky individual who gets to reverse-burglarize our homes this December the 25th? Find out in our exciting, fresh new reality series.</p>
<p>Suggested talking points: Cyber Monday, Elon Musk's Tru Santa, Gift Chores, Clownin' Without Cards, Real Estate Tips, Drunk Tattoo, 4D Books</p>";3549;2015-11-30 16:17:46+00:00
278;MBMBaM 278: The Gushie Tapes;The Gushie Tapes;"<p>We think that we've got our finger on the pulse of the wants and needs our audience has for the show. At least, we hope we do, because we took a good look at y'all and said, ""This, this is an audience that wants to hear us argue about horses in Quantum Leap for 20 minutes.""</p>
<p>Suggested talking points: Danksgiving, Waddle, Body-Bodyguard, Uber Spoilers, A Million Babies Day Out, Dr. Horse Beckett</p>";3934;2015-11-24 14:40:37+00:00
277;MBMBaM 277: The Taz Rebellion;The Taz Rebellion;"<p>Though it may be Monday the 16th when this is released, it was recorded on the spookiest day... Friday! So much energy built up for the weekend! What could happen?! Plus, CORN!</p>
<p>Suggested talking points: Darkwing Disappointment, Red Hair for a Spell, The Pocket Watch Conundrum, Corn Sarlacc, Lizardman Cast, Splorch.com</p>";3275;2015-11-16 05:00:00+00:00
276;MBMBaM 276: Luda Tells It Best;Luda Tells It Best;"<p>Sorry this one's a bit late, but the first few minutes should shed some light onto the circumstances that kept you waiting. Um ... if you're not into DIGESTIVE BODY HORROR, maybe skip those few minutes, and take our word for it.</p>
<p>Suggested talking points: Down in the Dumps, Pennies, Air Games, Interstate Food Beefs, Tumbling Cuckolds, Catchphrases,</p>";3460;2015-11-11 03:14:20+00:00
275;MBMBaM 275: The Podcast Krampus;The Podcast Krampus;"<p>The Podcast Krampus done got us again, but good. We lost half an episode to his insatiable maw, but we managed to produce another half-episode to make up for it. Better luck next time, Podcast Krampus, you absolute dingleberry.</p>
<p>Suggested talking points: That Creep, Pizza Crime, Switch Witch, C6, A Raging Zordon, Finder's Fee, Full Court Baseball</p>";3576;2015-11-02 21:19:38+00:00
274;MBMBaM 274: The Najimy Museum;The Najimy Museum;"<p> </p>
<p>This episode is the spookpocalypse. You can listen to it if you want, but we can’t be held responsible for the frights, chills and spills that come next. We will tap into fear-centers that you didn’t even know you had up in your brain. We’re the kings of Halloween, and your timid hearts are our domain.</p>
<p> </p>
<p>Suggested talking points: Mummyrat, Sexy Ideas, Rat-Based Economy, Celebratory Heroin, True Spook, Najimy Shedding, Failed Costumes, Don’t Touch, Penis Museum, What Babies Crave, Death Man, Megalodon Problems, Batkush</p>";3710;2015-10-26 14:28:27+00:00
273;MBMBaM 273: Smizing Through the Tears;Smizing Through the Tears;"<p>We have nothing, now, Tyra. You have taken everything from us. Are you happy? Was this the endgame, the whole time? We will never know happiness again, Tyra. We have nothing.</p>
<p>Suggested talking points: ANTM Memorial Clip Show, Profile Palette Cleanser, The Gym Factory, McElroy Family Shakedown, When I Am Coach, Fashion Secrets</p>";3986;2015-10-19 15:08:56+00:00
272;MBMBaM 272: Dr. Strings;Dr. Strings;"<p>We're so excited to be back in the MBMBaM saddle, but before we get started with the goofs, we want to talk to you about an exciting cosmetic business opportutnity. Tell us, how skilled are you at working that hallway like a runway?</p>
<p>Suggested talking points: Beautytainment, Joy Leech, Vape and Bate, Telescope Money, Beatbox School, Piano Dad, Marmadukin'</p>";3562;2015-10-12 14:37:15+00:00
;MBMBaM Presents: The Great Switcheroo of 2015;MBMBaM Presents: The Great Switcheroo of 2015;"<p>Oh no! All the hosts of all the podcasts on Maximum Fun done got ate up by a twister, and ended up landing in each other's podcasts this week! We didn't let inclement weather slow us down, though -- we're just going to go on ahead and do the podcasts where we ended up. That means this episode of MBMBaM features MaxFun proprietor Jesse Thorn, Wham Bam Pow co-host Rhea Butcher and International Waters host Dave Holmes, who are here to talk about corn mazes, blood moon demon babies and, naturally, ghosts.</p>
<p>If you're looking for the McElroy brothers this week, it looks like the tornado set them gently down into the studio of Jordan, Jesse, Go!</p>";4325;2015-10-05 15:15:35+00:00
271;MBMBaM 271: Bro's Better, Bro's Best Ch. 82 - 91;Bro's Better, Bro's Best Ch. 82 - 91;"<p>This week, Middlest Brother Travis is flying solo so it’s time once again for another Bro’s Better, Bro’s Best! We’ve got some real humdingers in here including Dworp, Forever Pope, Cake Boss and a bunch more! Enjoy!</p>
<p> </p>
<p>1: 30-- Teeeeens!</p>
<p>3:47-- Pee Secrets</p>
<p>5:36-- Universal Grinch</p>
<p>7:56-- Horse/Dog Secret Santa</p>
<p>11:17-- What Do Angels Eat?</p>
<p>14:47-- Awkward Mistletoe</p>
<p>18:57-- Forever Pope</p>
<p>23:17-- Bad Biologist</p>
<p>25:45-- Sexy Lettuce</p>
<p> </p>
<p>31:52--WWUJFFHD</p>
<p>35:45-- Boyskinz</p>
<p>40:20-- Cakeboss</p>
<p>43:25-- Save By The Bell Murder</p>
<p>48:54-- Sportsnut</p>
<p>50:07-- Staring Contest</p>
<p>54:02-- Dworp Pt. 1 & 2</p>
<p>57:32-- Sword Pics</p>
<p>1:04:42-- Final Yahoo</p>";3964;2015-09-28 19:50:41+00:00
270;MBMBaM 270: The Juice Will Flow;The Juice Will Flow;"<p>Wake us up when September ends, y'all. We've gone done overbooked ourselves a bit, leading to the careful crafting of this dog-tired episode. It gets a bit bleak at times, but just keep on chewing. We'll get through this thing together!</p>
<p>Suggested talking points: Teddy Bear Secrets, Vickypedia, Mr. Limpet, Trivial Loan Shark, Homemade Pokemon Gym, Coffee Quitters, Laser Ghosts</p>";3715;2015-09-23 13:53:16+00:00
269;MBMBaM 269: Face 2 Face: Loose Gravy;Face 2 Face: Loose Gravy;<p>In our first-ever international performance, we give the fine denizens of Vancouver our very best. We also detail the many, many ways that we've screwed up the baseline level stuff you need to know to be in Canada, because we are idiot children.</p>;4003;2015-09-14 16:58:51+00:00
268;MBMBaM 268: Hot Boiled Beans and Bacon;Hot Boiled Beans and Bacon;"<p>Take up your enchanted blade and wooden boxing gloves, and come with us on a dangerous voyage into the untouched corners of the internet. We can't guarantee your safety, but we can guarantee your horror.</p>
<p> </p>
<p>Suggested talking points: ANTM Talk, Time Travel Backflip, Snugglebug, Probstgate, Boxing Funtime Squad, Food Delivery, 362 Hours, Cursed Sword</p>";3595;2015-09-07 16:49:36+00:00
267;MBMBaM 267: Face 2 Face: Target Conditioning;Face 2 Face: Target Conditioning;<p>We're back from the damp but loving embrace of the Pacific Northwest! Here's our Seattle show, which was a real hullabaloo, I tell you what. </p>;3932;2015-09-02 13:36:40+00:00
266;MBMBaM 266: Pizza Is Illegal in Tennessee;Pizza Is Illegal in Tennessee;"<p>Multi-platinum, GRAMMY-nominated singer-songwriter Carly Rae Jepsen will release her new album, E·MO·TION via Schoolboy Records/Interscope on August 21st in the U.S. The album will be available for pre-order from all retailers beginning June 23rd.  Those who pre-order will receive instant downloads of ""I Really Like You,"" ""All That,"" and the title track, ""Emotion.""  Fans will also be able to purchase the album as part of exclusive bundles that include special art prints, t-shirt designs and more. </p>
<p>Suggested talking points: Best single's from Carley Rae Jepsen's new album, E·MO·TION, ka is like a wheel, risk it for the biscuit, speakcheesy</p>";3912;2015-08-24 17:58:56+00:00
265;MBMBaM 265: The Ballad of Tit Liquid;The Ballad of Tit Liquid;"<p>We'll be the first ones to admit that the title of this episode is pretty unpleasing to the senses. But you need to listen to it, because it's also our most franchisable episode to date, and you don't want to get left behind.</p>
<p> </p>
<p>Suggested talking points: Fiddler on the Ground, Three Badges Deep, Foot Kiss, Pretend Better, Multiverse Spoilers</p>";3433;2015-08-19 15:20:09+00:00
264;MBMBaM 264: Expecto Punchtronum;Expecto Punchtronum;"<p>Do you all remember where you were when, on your 11th birthday, you were informed of your pugilistic destiny? We remember it like it was yesterday, because we are TIME WARLOCKS.</p>
<p> </p>
<p>Suggested talking points: War Chips, The Frood, Dad's Fingers, Chronomancer, Vitamin Talk, You're a Punchard 'Arry</p>";3643;2015-08-10 19:20:00+00:00
263;MBMBaM 263: Prank House;Prank House;"<p>What do you get when you take one of Hollywood's most beloved pranksters and force him to live with one of Hollywood's most phantasmal pranksters? You get the latest gem in the USA Network roster.</p>
<p> </p>
<p>Suggested talking points: Back to School, Crying in Court, Jelly Justice Pt. 2, Grocery Strength, 20 Minutes of Slimer Talk</p>";3821;2015-08-03 15:00:33+00:00
262;MBMBaM 262: Where Everybody Flies a Plane;Where Everybody Flies a Plane;"<p>Apologies in advance: We recorded this episode in a hurry, thanks to some chaotic McElroy family travel adventures -- as a result, Travis recorded with the wrong mic. Now, as for the 10 minutes of vamping on the theme song for Wings: We have no excuse for that.</p>
<p> </p>
<p>Suggested talking points: 10 Year Jump Analysis, Dweezil Zappa's Love Party, Earthquake Sex, Tectosexual, Wings, Muscle Puzzles, Ewok Butt Carriers, Kevin Sorbones, Lice Bryce</p>";3182;2015-07-28 15:05:37+00:00
;The McElroy Family Fun Hour Brought to You by Totino's;The McElroy Family Fun Hour Brought to You by Totino's;"<p>After a long day of toiling for Mr. Bossman, there's one name in the world of entertainment you can count on to chase away the blues: McELROY! The world's favorite chuckle brothers are back with some of their dearest friends with an all new special sure to brighten your day and turn that frown upside down.</p>
<p>This veritable galaxy of stars has been brought to you by the first name in pizza-based snacking: Totino's, so the brothers thought it only fair to spend 45 minutes talking exclusively about their products.</p>
<p>On with the show!</p>";2649;2015-07-22 15:37:05+00:00
261;MBMBaM 261: Island Boy Begins;Island Boy Begins;"<p>Justin's back from his beach time sabbatical -- or is he? Like, his body is here. We can see his body. But his mind? His spirit? Those are still nibblin' on that sponge cake, mon.</p>
<p> </p>
<p>Suggested talking points: Island Time, Art Appreciation, Vigilanteism, Gom Jabbar, Farm Wisdom, Boy School, The Trough</p>";3658;2015-07-20 14:06:27+00:00
260;MBMBaM 260: Bro's Better, Bro's Best Ch. 72 - 81;Bro's Better, Bro's Best Ch. 72 - 81;"<p>With the J-Man living in Island Time, we've gone back to the future - and then past again I guess? - to dig up some of our favorite goofs and pranks from the early years of our show. You better watch out, because Crocoswine's a-coming.</p>
<p> </p>
<p>3:20 - Indecent Proposal</p>
<p>5:05 - The First Sad Lib</p>
<p>8:00 - PB&amp;J</p>
<p>10:55 - Greed of the Magi</p>
<p>12:35 - Gooshing from the Johnsons</p>
<p>15:35 - Scrotoshop</p>
<p>19:43 - Everbuddies</p>
<p>22:40 - Firework</p>
<p>26:28 - Crocoswine</p>
<p>28:15 - Frank Lloyd Dirty Boy</p>
<p>43:35 - Buttery Nipples</p>
<p>44:50 - Mindfreak</p>
<p>47:30 - Giamatti Apologies</p>
<p>48:30 - Penis World</p>
<p>52:05 - Fly Me to Heaven Vid Kid</p>
<p>53:43 - Who Gugioned?</p>
<p>57:20 - Metallicas</p>
<p>1:01:13 - Skyrim Sex Pizza</p>
<p>1:02:43 - 90 Pizza Rolls</p>
<p>1:06:29 - Risk/Reward</p>";4511;2015-07-13 16:37:54+00:00
259;MBMBaM 259: Birthday Surprise Hole;Birthday Surprise Hole;"<p>So, look. Here's the thing. We prepped all our questions for this episode, but about 10 minutes in, we realized that we just weren't going to do them. So, in this bizarre installment of MBMBaM, we share advice that we wish we could have given our past selves -- important instructions like: Hey, put that bottle of frosted tip gel down. Put it in the garbage, actually.</p>
<p> </p>
<p>Suggested talking points: Cold Showers, Exotic Salsas, Video Toasters, Minkus Khan, Safety Patrol, The Pub, Vintage Cocaine, Balls Out United, Peer-Reviewed Bacon, Credit Card Collapse, On Frosted Tips, The Worst Birthday Present of All Time </p>";4137;2015-07-06 15:25:55+00:00
258;MBMBaM 258: OOH, MOMMY!;OOH, MOMMY!;"<p>We started recording this episode moments after the Supreme Court's ruling on gay marriage, which made for some strangely earnest introductory banter. But don't worry: Eventually we get to talking about Pizza Hut wizards.</p>
<p> </p>
<p>Suggested talking points: Travis McElroy News Minute, Domino's Collapse, Daniel Taste, 16 Stone, 'mojis, Where is Wizard Hut?</p>";3515;2015-06-29 14:16:56+00:00
257;MBMBaM 257: Swag Dads;Swag Dads;"<p>Happy belated Father's Day to you and yours! Assuming that you and yours are all dads, that is. If that's the case -- do you want to set up a super chill group hang for Swag Dads? We'll take our answer off the air.</p>
<p> </p>
<p>Suggested talking points: Applebee's, Cloudnoon, NAD, Episode Sync, Baby Rubs, Travis Interrupted, Brice's YOLO Dad</p>";3397;2015-06-22 14:52:19+00:00
256;MBMBaM 256: Face 2 Face: I Made Some Horse Stamps in Potato Class.;Face 2 Face: I Made Some Horse Stamps in Potato Class.;"<p>We're live once again from MaxFunCon 2015 in beautiful Lake Arrowhead! We and the audience enjoyed a nice leisurely Sunday morning show and now, you can too!</p>
<p>Suggested Talking Points: Hangover Slot, Jumanji Day, Proposal Business, Condom Cache, Flesh Quilts, Boogalar, Two Stop Market, Justin Did It Again</p>";3599;2015-06-15 19:26:10+00:00
255;MBMBaM 255: Kangaroo Jack Blood;Kangaroo Jack Blood;"<p>This week, we offer a treatise on modern critical thought, and how our cultural needs and desires have shifted as the critical process has become more democratized. Also, we go deep into Guy Fieri.</p>
<p> </p>
<p>Suggested talking points: On the Run, Dilbert Reviews, Fast Spies, Daniel Craigslist, Two Pizzas, G'Day USA, Deals Warlock, Fighter Spreadsheets, Agent Fieri, Sushi Candy</p>";3437;2015-06-08 14:57:31+00:00
254;MBMBaM 254: Dunkey;Dunkey;"<p>We had a really great run, America -- or should we say America 1: Vanilla Edition -- but it's time to spice things up. It's time to be reborn into something more beautiful, more powerful. It's time to Do the Bartman.</p>
<p> </p>
<p>Suggested talking points: Powerade Prison, Hall of Mirrors and Penises, Dildostorm, Bagel Theft, Donkey Basketball Addiction, Inequality, America 2: Do The Bartman</p>";3409;2015-06-01 14:17:55+00:00
253;MBMBaM 253: Bye-Bye Boy;Bye-Bye Boy;"<p>Please, please, someone get us out of this contract. We are in a Hellscape of our own creation, from which we will never receive relief. Anyone. Please.</p>
<p> </p>
<p>Suggested talking points: On the Blob, Sock Farmer, Dew Time, Larry the Cable Curse, Knuckles Threesome, Accidental Breaking Bad</p>";3337;2015-05-26 16:16:00+00:00
252;MBMBaM 252: Face 2 Face: Sock Detectives;Face 2 Face: Sock Detectives;<p>Here's our final live show from our Midwest tour from earlier this year, which took place Easter Sunday at the Athenaeum in beautiful Chicago, IL. Can you solve the sock mystery before TIME RUNS OUT?</p>;3717;2015-05-18 19:31:58+00:00
251;MBMBaM 251: Cycle 2.0;Cycle 2.0;"<p>We hope you enjoyed the format of the first 250 episodes of My Brother, My Brother and Me, because we just threw that format right in the garbage. Are you ready for the next generation of comedy-advice fusion?</p>
<p> </p>
<p>Suggested talking points: Chaz: A Talking Dog, Cleaning Up, Spelling Bee Battledome, WWJCD, Brand Ambassadors, Wizard Swears, Closing Time, Blazer</p>";3410;2015-05-11 14:35:53+00:00
250;MBMBaM 250: The Best in the Biz;The Best in the Biz;"<p>We're done skipping the celebrations of our major podcast moments, like our five-year anniversary, or the hundredth time Justin did a Chilean Miners goof. Join us for a particularly introspective journey this week, and also for a frank discussion about Jackie Chan's romantic potency.</p>
<p> </p>
<p>Suggested talking points: Missed Observations, Massage Courtesy, Married to Jackie Chan, Mr. Predator, Mary Spookins, C&amp;C Music Factory Day Job, Dafoe Tears</p>";3292;2015-05-04 14:50:54+00:00
249;MBMBaM 249: Toyota Bigraft;Toyota Bigraft;"<p>Can any of us really be sure that we've ever actually been on a boat? Really do a deep dive into your own nautical memories, and realize the horrifying truth. Boats are a lie.</p>
<p> </p>
<p>Suggested talking points: Blartwatch 2, Silent Lawnmowers, Fishgetter X, Montana Law, Cloud Peen, Cafe Arbando's, Dune Butt, House Reviews</p>";3319;2015-04-27 12:58:51+00:00
248;MBMBaM 248: Face 2 Face: Bumblefoot;Face 2 Face: Bumblefoot;"<p>Here's our live episode from Milwaukee, recorded earlier this month. You've probably heard of this episode, because it's the one where everyone in the audience got married to each other. Enjoy listening to us lose our minds!</p>
<p> </p>
<p>Suggested talking points: The Dells, Baby Axl Rose, Chex Candle, Dog Walker Remnants, Husband or Son, The History of Ron Perlman, FWBs, Reunion Virality, PROPOSALFEST</p>";3657;2015-04-20 15:06:32+00:00
247;MBMBaM 247: Tangled Up in Carl;Tangled Up in Carl;"<p>Please, while you're listening to (and hopefully enjoying) this episode, spare a thought - a prayer, even - for Justin's dry, dry mouth. He's going through a lot right now, specifically with regards to his soda deficiency.</p>
<p> </p>
<p>Suggested talking points: Wet Mouth, Marc Ecko Good, Snake Expertise, Workout Pizza, Jokes on Demand, Arby's Street Fight</p>";3219;2015-04-13 14:38:26+00:00
246;MBMBaM 246: Face 2 Face: Hot Beans;Face 2 Face: Hot Beans;"<p>Here's our live show from this past weekend in beautiful Minneapolis! We discussed a lot of important topics, made a lot of really great friends and absolutely, completely fell apart there, towards the end.</p>
<p> </p>
<p>Suggested talking points: Baby Pants, Two Dad Jokes, Disney Companions, Tim Curry Family Secrets, Live Show Black Hole, Ghost Puke, Beard Auction, Antiques Roadshow Hacks, Hate Pizza, Bad Texter, Food-Skin Jacket, Zayn Replacement</p>";3577;2015-04-06 20:46:14+00:00
245;MBMBaM 245: Bro's Better, Bro's Best Ch. 62-71;Bro's Better, Bro's Best Ch. 62-71;"<p>With Justin moving to an entirely new residence this week, we've compiled another best-of episode for you to reminisce over. Remember the good times? Remember Skulljockeying? Because, like, we don't remember saying this stuff at all.</p>
<p> </p>
<p>7:20 - Giant Scott Bakula</p>
<p>13:30 - Earth Girls are Easy and in Submarines</p>
<p>17:15 - Capri Sun on my Jam-Jams</p>
<p>18:18 - Ladyzoo</p>
<p>20:40 - Ghostbustin'</p>
<p>24:40 - Beaches, The Book of the Movie</p>
<p>27:30 - Cool Urinal Usage</p>
<p>41:54 - Spanking Parties</p>
<p>46:10 - Horse Quotes</p>
<p>52:40 - Dean's Office Sex</p>
<p>54:08 - Baby Law</p>
<p>57:13 - Tree Sex</p>
<p>1:01:59 - Screaming Nursery</p>
<p>1:04:27 - A Text from Our Dad</p>
<p>1:05:44 - Skulljockey</p>";4806;2015-03-30 15:15:11+00:00
244;MBMBaM 244: Slimefoot;Slimefoot;"<p>We're wrapping up the MaxFunDrive the only way we know how: By talking about Garfield, urinal footwear and sexual reactions to The Flash. If that doesn't deserve your hard-earned dollars, we don't know what will. </p>
<p> </p>
<p>Suggested talking points: Super Rich, Garbage House, Cat Enema, Pizza Warlock, Nerdgasm, Japanese Courtesy Sandals, Glamping, Olderwear</p>";4606;2015-03-23 15:13:58+00:00
243;MBMBaM 243: Lenny Kravitz Marinara Breast Milk;Lenny Kravitz Marinara Breast Milk;"<p>Happy MaxFunDrive, everybody! This is our first of two pledge drive episodes, and it's extra-long, meaning we have way more time to talk about haunted dolls and Travis' unhealthy relationship with food. Also: Lenny Kravitz Marinara Breast Milk.</p>
<p> </p>
<p>Suggested talking points: Babypizza, Precog Wendy's, Mayonnaise Boys, Angel Lover, Photography Class, Food Faces, Burning Man Bartering, Chicken Memory, Fabric Secrets, Katie/Frida, Whip-Its Master</p>";5073;2015-03-16 17:07:50+00:00
242;MBMBaM 242: In The Mouth of Mango;In The Mouth of Mango;"<p>This is an episode you should really tell your friends about! Because, otherwise, in seven days, an otherworldly Ancient God will climb out of your podcasting platform of choice and pull you into a dimension of unimaginable horror.</p>
<p> </p>
<p>Suggested talking points: Survival Kitties, Prank Central, Stop Rapping, Sonic Parties, Tattoo Previews, Shower Clowns, Spanky Gazpacho</p>";3478;2015-03-09 14:05:14+00:00
241;MBMBaM 241: Foghorn LeZydeco;Foghorn LeZydeco;"<p>Sorry for the late episode! Griffin was on a long voyage to New Orleans, from whence he has returned a new, swampier man. He is, like the rest of us, in a prison of his own creation.</p>
<p> </p>
<p>Suggested talking points: Voodoo Donuts, Double Door Thanks, Death on Mars, Spooky Mornings, Spacefaring Dude Juice, Pony Dissertation </p>";3337;2015-03-03 14:55:16+00:00
240;MBMBaM 240: Teen Google;Teen Google;"<p>We hope you've enjoyed our podcast, because during today's episode, the three of us become too insanely rich to continue doing anything that could be considered ""work."" It's really hard to record a show when you're making it rain 24/7 -- the money keeps hitting the mic.</p>
<p> </p>
<p>Suggested talking points: All Movie Watch, Garbage Corn, Oscar Dogs, Nick Cannon-Lodeon, Salmon Burgers, Sir James Brewer: Defender of the Realm, Business Palantir, Ruth Orbs</p>";3439;2015-02-23 14:31:14+00:00
239;MBMBaM 239: Cheeseburger to Paradise;Cheeseburger to Paradise;"<p>By listening to this episode of MBMBaM, you are contractually agreeing to allow us to become the masters of your sexual destiny. No need to e-sign anything. This is a one-way verbal agreement.</p>
<p>Suggested talking points: Buttpunches, Amelia Bedelia Corleone, Weak Points, Vacation Food Womb, The Solar King, Ham Mistake</p>";3862;2015-02-16 15:02:23+00:00
238;MBMBaM 238: Face 2 Face 11: No One Goes Home Alone;Face 2 Face 11: No One Goes Home Alone;<p>Live from the Masonic Lodge at the Hollywood Forever Cemetery! Join us as we pitch projects to Tim Allen, discuss the sexual potential of Donny Osmond and hang out with our pal, Drew Davenport.</p>;4538;2015-02-10 18:03:50+00:00
237;MBMBaM 237: John Turturro Robot Watersports;John Turturro Robot Watersports;"<p>Special guests, musical performances and at-length discussions about Transformers physiology? It's a slam dunk episode this week, and it's all waiting for you at booboonanny.com. </p>
<p> </p>
<p>Suggested talking points: Dan Jo, Handshake Substitute, Booboonanny, Life in Bedrock, Supergators and Dick Eagles, Cat Barrier, Sexformers</p>";4044;2015-02-02 15:27:13+00:00
236;MBMBaM 236: Chobani Hell;Chobani Hell;"<p>What an emotional rollercoaster this episode is! From anger about Dude-spread, to inner peace about Wallace Shawn's bedside manner, and then back to anger over Justin's haunted dolls, and then even deeper anger about Beef Nugs, we explore every facet of the human condition.</p>
<p> </p>
<p>Suggested talking points: Big Game Watch, Invisible and Pregnant, Stroking to Death, Birthday Effort, Haunted Doll Watch, Magic Texts, Beef Nugs Lecture</p>";3547;2015-01-26 16:10:03+00:00
235;MBMBaM 235: Audio Billboards;Audio Billboards;"<p>This is primo stuff! Tell me you're getting this, Henry! Tell me those mics are hot! We're leaving money on the table, Henry! You're missing it! You're missing it!</p>
<p> </p>
<p>Suggested talking points: Pizza Break, Pet Messes, Caterpillar Mysteries, Haunted Doll Watch, Sneaky Cheese, Sexy Greens, Emergency Arrow Texts</p>";3707;2015-01-20 16:15:40+00:00
234;MBMBaM 234: The Legend of Cracker Barrel;The Legend of Cracker Barrel;"<p>We'd ask that you enjoy this episode, but thanks to the New Constitution of the Chill States, you don't really have a choice. Be cool! C'mon. Niiiice.</p>
<p> </p>
<p>Suggested talking points: Farewell to Middle-earth, Heraldry, Pokepsychology, Supreme Judgment, The Midnight Amendments, Savers Love Heist, Beef Nuggets, Durancis</p>";3892;2015-01-12 16:08:10+00:00
233;MBMBaM 233: Bedtime Thank You;Bedtime Thank You;"<p>Happy New Year, everybody! We hope you enjoyed your holiday, because the time for wintery relaxation is over. We must all be diligent now, because The Con is On.</p>
<p> </p>
<p>Suggested talking points: Gems and Bonds, Mystery Tips, One-Quarter Murder, Kenny's Midnight Channel, Calf Stuff, Bathroom Seat Filler, Animorphs</p>";3307;2015-01-05 15:44:13+00:00
232;MBMBaM 232: Rim Allen;Rim Allen;"<p>We're wrapping 20-Forward up RIGHT. Which is to say, we are forgetting the theme of the year completely, because honestly, we didn't do a great job of fulfilling it. Ah, well - onward and upward, into The Grift!</p>
<p> </p>
<p>Suggested talking points: Face 2 Face, Handkerchief Woes, 60 Waffles, Shitty Ringtones, Joey the Giant, Dry Hump Tipz, Keep That Good Smell, Sexy Santa Party, Who Bangers</p>";3083;2014-12-29 14:50:13+00:00
231;MBMBaM 231: Candlenights 2014;Candlenights 2014;"<p>Well, we're here again with our family-friendly episode of My Brother, My Brother and Me, a celebration of our pan-religious, pan-sexual, personal pan holiday, Candlenights. This one was even more special because we recorded it live in Huntington, WV. Enjoy!</p>
<p>Suggested talking points: Nana's Christmas trial, great names for teen clothing stores, ""I'm the lead singer of the Polyphonic Spree,"" the Kevlar elves, moped gangs.</p>";5165;2014-12-22 18:23:21+00:00
